,DISTRITO,geometry,provDist,DEPARTAMENTO,PROVINCIA,Zona,Latitud,Longitud,cobertura_cell,no_cobertura_cell,Educ_sec_comp,Educ_sec_no_comp,esp_vid_nacer,Ing_fam_p_cap,NBI_2017,NBI_2017_c,Pobreza,No_Pobreza,Ing_fam_p_cap_N,w_NBI_2017_c,z_NBI_2017_c,z_w_NBI_2017_c,lisaNBI,CuadrantesNBI,SigNBI,SpotsNBI
999,MANGAS,POINT (-77.5992 -8.3394),BOLOGNESI+MANGAS,ANCASH,BOLOGNESI,X,-8.3394,-77.5992,46.666666666666664,53.333333333333336,58.84037024354549,41.15962975645451,71.86703709772058,381.05323688858994,73.0,27.0,33.31055,66.68945,16.6131841245711,41.8125,-1.880438448169634,-1.5509964366325015,2.013735732666817,Q3,significativo,3 coldSpot
1001,LA PRIMAVERA,POINT (-78.5842 -9.0758),BOLOGNESI+LA PRIMAVERA,ANCASH,BOLOGNESI,X,-9.0758,-78.5842,38.46153846153846,61.53846153846154,69.83252732201002,30.167472677989977,71.80634533871591,287.41240598457796,75.3,24.700000000000003,37.535376,62.464624,11.89873833728601,48.05,-2.006141063465382,-1.0786855174279908,1.4644553952173947,Q3,significativo,3 coldSpot
1002,CAJAMARQUILLA,POINT (-77.0722 -10.2333),OCROS+CAJAMARQUILLA,ANCASH,OCROS,X,-10.2333,-77.0722,0.0,100.0,65.9175381800426,34.0824618199574,81.22222780226146,407.7168205712079,51.7,48.3,34.49565,65.50435,17.955590194155175,47.7,-0.7163229239090118,-1.105187933736059,0.536608183038861,Q3,significativo,3 coldSpot
1014,RAYMONDI,POINT (-73.7592 -10.7278),ATALAYA+RAYMONDI,UCAYALI,ATALAYA,ZG,-10.7278,-73.7592,6.701030927835049,93.29896907216495,31.755423115388716,68.24457688461129,60.435492922439146,542.0447383264195,69.8,30.200000000000003,31.82103,68.17896999999999,24.718470017647885,29.3625,-1.7055478529755497,-2.4937252453052334,2.9869600674703944,Q3,significativo,3 coldSpot
1018,SAN MIGUEL DE CAURI,POINT (-76.625 -10.1431),LAURICOCHA+SAN MIGUEL DE CAURI,HUANUCO,LAURICOCHA,X,-10.1431,-76.625,4.502814258911826,95.49718574108817,50.9321467751688,49.0678532248312,69.51122273011786,803.3818107070781,64.0,36.0,43.663956999999996,56.336043000000004,37.87575886325153,49.575,-1.3885586491862725,-0.9632107035142621,0.8978974987954954,Q3,significativo,3 coldSpot
1021,LLACLLIN,POINT (-77.0044 -9.1803),RECUAY+LLACLLIN,ANCASH,RECUAY,X,-9.1803,-77.0044,50.0,50.0,77.30910745373417,22.69089254626583,68.749925622021,521.6747315575857,52.0,48.0,22.66293,77.33707,23.692920674789768,46.875,-0.7327189172084569,-1.16765791503365,0.5819282158486115,Q3,significativo,3 coldSpot
1027,PARARIN,POINT (-77.5644 -9.3678),RECUAY+PARARIN,ANCASH,RECUAY,X,-9.3678,-77.5644,25.80645161290323,74.19354838709677,62.367939135634934,37.632060864365066,67.2377940254192,397.64062524651297,95.6,4.400000000000006,22.66293,77.33707,17.44829357854671,49.525000000000006,-3.1156032767278528,-0.9669967629868431,2.0231874562596133,Q3,significativo,3 coldSpot
1032,HUAYLLAPAMPA,POINT (-77.5808 -8.6461),RECUAY+HUAYLLAPAMPA,ANCASH,RECUAY,X,-8.6461,-77.5808,11.39240506329115,88.60759493670885,46.86404466123981,53.13595533876019,70.15378473931952,173.21304405251533,58.4,41.6,39.387722,60.612278,6.149251755699186,46.325,-1.0825001075966252,-1.2093045692320434,0.8922650169015582,Q3,significativo,3 coldSpot
1036,TAPACOCHA,POINT (-77.2 -10.285),RECUAY+TAPACOCHA,ANCASH,RECUAY,X,-10.285,-77.2,5.882352941176478,94.11764705882352,25.898550997000946,74.10144900299906,68.205555283788,229.61314587394378,48.9,51.1,22.66293,77.33707,8.988774001150462,45.587500000000006,-0.5632936531141879,-1.2651489464526167,0.487006810566956,Q3,significativo,3 coldSpot
1038,PUERTO BERMÚDEZ,POINT (-74.9358 -10.2964),OXAPAMPA+PUERTO BERMUDEZ,PASCO,OXAPAMPA,X,-10.2964,-74.9358,1.481481481481481,98.51851851851852,37.52966513639991,62.47033486360009,69.6070292593661,419.1635469755762,75.9,24.099999999999994,47.839147999999994,52.160852000000006,18.531887633576623,42.8125,-2.038933050064273,-1.4752752471808765,2.0720309850432903,Q3,significativo,3 coldSpot
1089,TAHUANIA,POINT (-73.9808 -10.1033),ATALAYA+TAHUANIA,UCAYALI,ATALAYA,ZG,-10.1033,-73.9808,1.408450704225345,98.59154929577466,17.5630818153899,82.43691818461011,64.28092976210517,461.5171470294264,83.1,16.900000000000006,29.567845,70.432155,20.664224023830467,26.7125,-2.432436889250962,-2.6943863973520394,4.612268309108746,Q3,significativo,3 coldSpot
1095,CONSTITUCION,POINT (-74.9986 -9.8458),OXAPAMPA+CONSTITUCION,PASCO,OXAPAMPA,X,-9.8458,-74.9986,16.45569620253164,83.54430379746836,44.20861214810451,55.79138785189549,68.60750297020236,551.8663577520824,70.7,29.299999999999997,36.646578000000005,63.353421999999995,25.21294974277012,37.125,-1.7547358328738862,-1.9059395121869938,2.3286637291812546,Q3,significativo,3 coldSpot
1099,PURÚS,POINT (-70.7122 -9.7703),PURUS+PURUS,UCAYALI,PURUS,ZG,-9.7703,-70.7122,1.818181818181813,98.18181818181819,20.543648233179454,79.45635176682055,67.27362198638835,551.6913308111284,70.7,29.299999999999997,31.928337999999997,68.071662,25.20413782796249,43.15,-1.7547358328738862,-1.4497193457409532,1.7508534369394733,Q3,significativo,3 coldSpot
1101,YURÚA,POINT (-72.7622 -9.5281),ATALAYA+YURUA,UCAYALI,ATALAYA,X,-9.5281,-72.7622,0.0,100.0,12.942206813693737,87.05779318630627,60.844582828411006,299.84131483838553,85.5,14.5,52.637208,47.362792,12.5244847816597,25.562499999999996,-2.563604835646525,-2.7814657652214083,5.022108494129327,Q3,significativo,3 coldSpot
1106,CHAGLLA,POINT (-75.9064 -9.8281),PACHITEA+CHAGLLA,HUANUCO,PACHITEA,X,-9.8281,-75.9064,12.280701754385973,87.71929824561403,40.61286211367243,59.38713788632757,72.04667803805539,541.2154554135218,44.4,55.6,29.524074000000002,70.475926,24.676718900133924,45.937500000000014,-0.3173537536225071,-1.2386465301445473,0.2683039925997207,Q3,significativo,3 coldSpot
1108,YUYAPICHIS,POINT (-74.9744 -9.6297),PUERTO INCA+YUYAPICHIS,HUANUCO,PUERTO INCA,X,-9.6297,-74.9744,7.2727272727272805,92.72727272727272,27.60662698232133,72.39337301767867,71.89765248113042,612.5916067338167,51.7,48.3,14.724319999999999,85.27568,28.270226055677224,42.87500000000001,-0.7163229239090118,-1.4705426728401494,0.7255041322976699,Q3,significativo,3 coldSpot
1123,CODO DEL POZUZO,POINT (-75.4533 -9.6758),PUERTO INCA+CODO DEL POZUZO,HUANUCO,PUERTO INCA,X,-9.6758,-75.4533,5.970149253731336,94.02985074626866,27.806650377441475,72.19334962255853,70.99812730398774,625.5720551262602,61.1,38.9,27.218251,72.781749,28.923740336253786,46.2,-1.2300640472916338,-1.2187697179134966,1.022299928092276,Q3,significativo,3 coldSpot
1147,LUYANDO,POINT (-75.9919 -9.2469),LEONCIO PRADO+LUYANDO,HUANUCO,LEONCIO PRADO,X,-9.2469,-75.9919,69.64285714285714,30.35714285714286,55.278725469995564,44.721274530004436,73.17900460022256,602.5962895990077,47.2,52.8,10.163237,89.836763,27.767001337316042,46.2375,-0.47038302441733093,-1.215930173309061,0.38996887220885984,Q3,significativo,3 coldSpot
1160,HERMILIO VALDIZAN,POINT (-75.8261 -9.1525),LEONCIO PRADO+HERMILIO VALDIZAN,HUANUCO,LEONCIO PRADO,X,-9.1525,-75.8261,70.83333333333333,29.16666666666667,43.46725905957747,56.53274094042253,73.29097991556696,340.20694592666433,66.6,33.400000000000006,28.97587,71.02413,14.556734790529353,48.2625,-1.5306572577814654,-1.06259476466952,1.0995819631643646,Q3,significativo,3 coldSpot
1167,PUERTO INCA,POINT (-74.9733 -9.3775),PUERTO INCA+PUERTO INCA,HUANUCO,PUERTO INCA,X,-9.3775,-74.9733,7.575757575757578,92.42424242424242,35.51941754010392,64.48058245989608,70.46856737671284,715.4473584603038,48.2,51.8,23.248430999999997,76.751569,33.448606690958435,40.837500000000006,-0.5250363354154822,-1.6248245963478356,0.5902318073495544,Q3,significativo,3 coldSpot
1177,SAN LUIS,POINT (-78.2247 -9.9486),CARLOS FERMIN FITZCARRALD+SAN LUIS,ANCASH,CARLOS FERMIN FITZCARRALD,X,-9.9486,-78.2247,71.01449275362319,28.985507246376812,41.943013156212636,58.056986843787364,74.75361760123883,404.0595576726479,47.7,52.3,35.243618999999995,64.756381,17.771461459941097,48.95,-0.4977096799164066,-1.0105364469215277,0.33883988992542075,Q3,significativo,3 coldSpot
1181,YAUYA,POINT (-77.2419 -8.8997),CARLOS FERMIN FITZCARRALD+YAUYA,ANCASH,CARLOS FERMIN FITZCARRALD,X,-8.8997,-77.2419,69.44444444444444,30.555555555555557,39.194135944783106,60.805864055216894,74.34681268160242,240.4389027793656,65.4,34.599999999999994,46.599182,53.400818,9.533808080239904,48.287499999999994,-1.4650732845836845,-1.06070173493323,1.0504664677771862,Q3,significativo,3 coldSpot
1182,LLUMPA,POINT (-77.3372 -8.9061),MARISCAL LUZURIAGA+LLUMPA,ANCASH,MARISCAL LUZURIAGA,X,-8.9061,-77.3372,50.666666666666664,49.333333333333336,30.78802384394488,69.21197615605512,75.27480682469546,143.17637578490553,44.7,55.3,55.00272899999999,44.99727100000001,4.637024206976681,49.625,-0.3337497469219527,-0.959424644041681,0.21490389402287194,Q3,significativo,3 coldSpot
1184,LUCMA,POINT (-78.3597 -9.1731),MARISCAL LUZURIAGA+LUCMA,ANCASH,MARISCAL LUZURIAGA,X,-9.1731,-78.3597,48.97959183673469,51.02040816326531,39.55947276672642,60.44052723327358,75.64209012296249,158.03558969302284,39.2,60.8,52.653734,47.346266,5.385126906783997,48.337500000000006,-0.033156536432120645,-1.056915675460648,0.02368283283010704,Q3,significativo,3 coldSpot
1186,SAN NICOLAS,POINT (-77.8631 -8.5106),CARLOS FERMIN FITZCARRALD+SAN NICOLAS,ANCASH,CARLOS FERMIN FITZCARRALD,X,-8.5106,-77.8631,0.0,100.0,25.93040612032043,74.06959387967957,76.59975154000108,197.7742125392101,41.8,58.2,53.174659999999996,46.825340000000004,7.385809528468121,46.6375,-0.17525514502731368,-1.1856416975284105,0.1414631583499665,Q3,significativo,3 coldSpot
1187,LLAMA,POINT (-78.1844 -9.1378),MARISCAL LUZURIAGA+LLAMA,ANCASH,MARISCAL LUZURIAGA,X,-9.1378,-78.1844,86.36363636363636,13.63636363636364,30.13369224099751,69.8663077590025,69.33272769702288,336.2568835330315,75.1,24.900000000000006,45.68181800000001,54.31818199999999,14.357864758819952,43.0125,-1.9952104012657514,-1.4601310092905513,2.005789616972025,Q3,significativo,3 coldSpot
1189,ELEAZAR GUZMAN BARRON,POINT (-77.8456 -8.9617),MARISCAL LUZURIAGA+ELEAZAR GUZMAN BARRON,ANCASH,MARISCAL LUZURIAGA,X,-8.9617,-77.8456,87.5,12.5,49.07487022105309,50.92512977894691,71.63072406440513,258.805347174691,50.2,49.8,50.87729399999999,49.12270600000001,10.458485975246045,45.7625,-0.6343429574117848,-1.2518977382985825,0.5423668447014945,Q3,significativo,3 coldSpot
1192,MUSGA,POINT (-78.4994 -9.2606),MARISCAL LUZURIAGA+MUSGA,ANCASH,MARISCAL LUZURIAGA,X,-9.2606,-78.4994,100.0,0.0,55.91192644380042,44.08807355619958,69.59943787410131,545.8428055747875,72.1,27.900000000000006,52.20089399999999,47.79910600000001,24.90968769444582,43.912499999999994,-1.8312504682712976,-1.3919819387840895,1.7508848070498153,Q3,significativo,3 coldSpot
1196,PISCOBAMBA,POINT (-77.0958 -9.3653),MARISCAL LUZURIAGA+PISCOBAMBA,ANCASH,MARISCAL LUZURIAGA,X,-9.3653,-77.0958,98.14814814814815,1.8518518518518476,55.63143182953387,44.36856817046613,69.45292604881267,644.174012674278,46.6,53.4,31.635650999999996,68.364349,29.860275387799884,43.3125,-0.4375910378184401,-1.437414652455064,0.4327365395974627,Q3,significativo,3 coldSpot
1197,TOURNAVISTA,POINT (-74.7053 -8.9289),PUERTO INCA+TOURNAVISTA,HUANUCO,PUERTO INCA,X,-8.9289,-74.7053,6.818181818181827,93.18181818181817,31.500817462879414,68.49918253712059,72.01893183604759,815.3631032043717,53.7,46.3,26.66691,73.33309,38.47896959295978,44.2,-0.8256295459053143,-1.3702120968167466,0.7764232625892324,Q3,significativo,3 coldSpot
1199,CASCA,POINT (-77.7494 -9.1775),MARISCAL LUZURIAGA+CASCA,ANCASH,MARISCAL LUZURIAGA,X,-9.1775,-77.7494,86.53846153846153,13.461538461538467,46.35952652461156,53.64047347538844,73.791318011724,103.00128238762491,86.6,13.400000000000006,58.03616900000001,41.96383099999999,2.614367017884186,49.425,-2.623723477744491,-0.9745688819320063,1.7181137010040495,Q3,significativo,3 coldSpot
1200,IPARIA,POINT (-74.4378 -9.3064),CORONEL PORTILLO+IPARIA,UCAYALI,CORONEL PORTILLO,ZG,-9.3064,-74.4378,4.285714285714278,95.71428571428572,30.907011801748396,69.0929881982516,74.95805370189206,196.7292967326881,92.7,7.299999999999997,33.710485000000006,66.289515,7.333202146895706,36.075,-2.9571086748332145,-1.9854467611111999,4.0939976435188505,Q3,significativo,3 coldSpot
1202,SAN BUENAVENTURA,POINT (-77.1867 -8.7681),MARANON+SAN BUENAVENTURA,HUANUCO,MARAÑON,X,-8.7681,-77.1867,1.2820512820512704,98.71794871794873,30.30985630317995,69.69014369682006,71.5114497338913,233.0390934834096,43.3,56.7,59.373586,40.626414,9.161256924667681,47.75,-0.2572351115245406,-1.101401874263478,0.1919957200217086,Q3,significativo,3 coldSpot
1203,FIDEL OLIVAS ESCUDERO,POINT (-77.0933 -9.0792),MARISCAL LUZURIAGA+FIDEL OLIVAS ESCUDERO,ANCASH,MARISCAL LUZURIAGA,X,-9.0792,-77.0933,56.41025641025641,43.58974358974359,31.91861477792071,68.08138522207929,70.88543414643797,121.12424973471177,54.0,46.0,64.538085,35.461915000000005,3.5267868056812435,42.1125,-0.8420255392047595,-1.5282800797970142,0.8879077514112081,Q3,significativo,3 coldSpot
1210,QUINUABAMBA,POINT (-76.7611 -9.2053),POMABAMBA+QUINUABAMBA,ANCASH,POMABAMBA,X,-9.2053,-76.7611,31.111111111111114,68.88888888888889,37.15392618592008,62.84607381407992,73.48837915729621,182.27618900389317,53.6,46.4,63.401246,36.598754,6.60554528837166,47.849999999999994,-0.8201642148054991,-1.0938297553183158,0.6076735388906103,Q3,significativo,3 coldSpot
1216,HONORIA,POINT (-74.7089 -8.7694),PUERTO INCA+HONORIA,HUANUCO,PUERTO INCA,X,-8.7694,-74.7089,9.090909090909093,90.9090909090909,39.46144424909142,60.53855575090858,72.54185679013483,513.1963040390931,61.2,38.8,26.66691,73.33309,23.266065354183606,45.7375,-1.235529378391449,-1.2537907680348737,1.0580728060265876,Q3,significativo,3 coldSpot
1224,IRAZOLA,POINT (-75.2139 -8.8289),PADRE ABAD+IRAZOLA,UCAYALI,PADRE ABAD,ZG,-8.8289,-75.2139,18.840579710144922,81.15942028985508,40.104714090131495,59.895285909868505,80.0486469552353,503.5283982386468,59.2,40.8,12.899559999999997,87.10044,22.77932450264733,44.0375,-1.1262227563951464,-1.3825167901026358,1.0691037362392735,Q3,significativo,3 coldSpot
1227,PADRE ABAD,POINT (-75.5128 -9.0375),PADRE ABAD+PADRE ABAD,UCAYALI,PADRE ABAD,ZG,-9.0375,-75.5128,21.621621621621628,78.37837837837837,47.17733765613731,52.82266234386269,77.15122596477397,761.163286392592,47.0,53.0,9.408905,90.591095,35.750223002683946,41.412499999999994,-0.4594523622177005,-1.581284912413152,0.5020654676938973,Q3,significativo,3 coldSpot
1231,MANANTAY,POINT (-74.5378 -8.3981),CORONEL PORTILLO+MANANTAY,UCAYALI,CORONEL PORTILLO,X,-8.3981,-74.5378,55.172413793103445,44.827586206896555,51.418945258319546,48.581054741680454,74.26852852755593,844.511953711721,51.0,49.0,10.445377,89.55462299999999,39.94649902592093,46.3,-0.6780656062103056,-1.2111975989683346,0.559830998549429,Q3,significativo,3 coldSpot
1238,MASISEA,POINT (-74.3097 -8.6025),CORONEL PORTILLO+MASISEA,UCAYALI,CORONEL PORTILLO,ZG,-8.6025,-74.3097,8.888888888888886,91.11111111111111,29.436385883295998,70.563614116704,74.83422310776737,254.39229470203412,91.8,8.200000000000003,32.76884,67.23116,10.23630622269652,39.1125,-2.907920694934878,-1.7554436481518894,3.543156606718828,Q3,significativo,3 coldSpot
1241,JOSE CRESPO Y CASTILLO,POINT (-76.1147 -8.9319),LEONCIO PRADO+JOSE CRESPO Y CASTILLO,HUANUCO,LEONCIO PRADO,X,-8.9319,-76.1147,20.0,80.0,48.83099256769076,51.16900743230924,72.32233236849576,716.252056011431,43.8,56.2,19.090586000000002,80.909414,33.489120032663386,42.05,-0.28456176702361624,-1.533012654137741,0.3010396341828567,Q3,significativo,3 coldSpot
1242,NUEVO PROGRESO,POINT (-76.3253 -8.45),TOCACHE+NUEVO PROGRESO,SAN MARTIN,TOCACHE,ZG,-8.45,-76.3253,22.641509433962256,77.35849056603774,55.6475147891872,44.3524852108128,69.54657069982362,774.5898324684914,57.3,42.7,26.37225,73.62774999999999,36.42619653873895,42.7625,-1.0223814654986587,-1.4790613066534575,1.0417715777331487,Q3,significativo,3 coldSpot
1249,CAMPOVERDE,POINT (-74.8072 -8.4761),CORONEL PORTILLO+CAMPOVERDE,UCAYALI,CORONEL PORTILLO,ZG,-8.4761,-74.8072,39.583333333333336,60.416666666666664,42.047312576916696,57.952687423083304,75.91054080603905,655.5242994288087,59.4,40.6,11.64564,88.35436,30.431717471961083,45.1,-1.1371534185947765,-1.3020630263102841,1.01344649994597,Q3,significativo,3 coldSpot
1251,CURIMANA,POINT (-75.1597 -8.4353),PADRE ABAD+CURIMANA,UCAYALI,PADRE ABAD,ZG,-8.4353,-75.1597,10.0,90.0,40.39776289101322,59.60223710898678,79.56548855294473,459.2097839753201,57.1,42.9,9.014545000000002,90.985455,20.54805741226634,43.175000000000004,-1.0114508032990286,-1.447826316004662,1.0078309652834452,Q3,significativo,3 coldSpot
1258,UCHIZA,POINT (-76.46 -8.4558),TOCACHE+UCHIZA,SAN MARTIN,TOCACHE,ZG,-8.4558,-76.46,73.03370786516854,26.966292134831463,60.215823165820204,39.784176834179796,70.78625691140806,1167.2676655693376,43.4,56.6,19.651139999999998,80.34886,56.19597365573381,36.987500000000004,-0.2627004426243558,-1.9163511757365919,0.3505969908733897,Q3,significativo,3 coldSpot
1272,YARINACOCHA,POINT (-74.5769 -8.355),CORONEL PORTILLO+YARINACOCHA,UCAYALI,CORONEL PORTILLO,X,-8.355,-74.5769,58.97435897435898,41.02564102564102,60.31222796205821,39.68777203794179,74.17370407104559,905.3304073844272,46.9,53.1,7.864359,92.13564099999999,43.00846782669327,44.4375,-0.4539870311178853,-1.352228314321986,0.4210372596702786,Q3,significativo,3 coldSpot
1286,NUEVA REQUENA,POINT (-74.8653 -8.3061),CORONEL PORTILLO+NUEVA REQUENA,UCAYALI,CORONEL PORTILLO,ZG,-8.3061,-74.8653,21.875,78.125,37.97885926704802,62.02114073295198,72.02772843315441,492.92991877057784,53.6,46.4,11.64564,88.35436,22.245732944376307,43.0,-0.8201642148054991,-1.4610775241586968,0.8250732849120104,Q3,significativo,3 coldSpot
1304,POLVORA,POINT (-76.6706 -7.9075),TOCACHE+POLVORA,SAN MARTIN,TOCACHE,ZG,-7.9075,-76.6706,35.71428571428571,64.28571428571429,54.711991352151585,45.288008647848415,68.42760312577339,784.5252791492929,64.6,35.400000000000006,26.37225,73.62774999999999,36.926407016336206,43.075,-1.4213506357851629,-1.4553984349498248,1.4240319766258698,Q3,significativo,3 coldSpot
1318,PADRE MARQUEZ,POINT (-74.8403 -7.9444),UCAYALI+PADRE MARQUEZ,LORETO,UCAYALI,X,-7.9444,-74.8403,12.5,87.5,35.98960530305305,64.01039469694695,72.71268952738454,487.13238387722623,62.4,37.6,52.462303000000006,47.537696999999994,21.95384997312612,46.8625,-1.3011133515892304,-1.1686044299017955,1.034238164779319,Q3,significativo,3 coldSpot
1334,CAMPANILLA,POINT (-76.6528 -7.4814),MARISCAL CACERES+CAMPANILLA,SAN MARTIN,MARISCAL CACERES,X,-7.4814,-76.6528,20.930232558139537,79.06976744186046,38.37925173253443,61.62074826746557,71.6128903553143,415.0925101754232,70.9,29.099999999999994,23.663727,76.336273,18.326927018564167,35.349999999999994,-1.7656664950735166,-2.040344623463629,2.514456171361023,Q3,significativo,3 coldSpot
1347,CALLERIA,POINT (-74.5322 -8.3828),CORONEL PORTILLO+CALLERIA,UCAYALI,CORONEL PORTILLO,ZG,-8.3828,-74.5322,14.516129032258064,85.48387096774194,60.42057392437736,39.57942607562264,73.0016356967691,987.6889044977592,39.1,60.9,6.2298480000000005,93.770152,47.15489269301132,39.125,-0.02769120533230544,-1.7544971332837438,0.03372143749263017,Q3,significativo,3 coldSpot
1355,ALTO BIAVO,POINT (-76.4544 -7.2936),BELLAVISTA+ALTO BIAVO,SAN MARTIN,BELLAVISTA,X,-7.2936,-76.4544,3.448275862068968,96.55172413793103,27.23822500787479,72.76177499212521,74.98976928234718,641.8000744630726,79.5,20.5,39.551615,60.448385,29.74075698016674,37.6375,-2.2356849696576173,-1.8671324025930358,2.904297529496123,Q3,significativo,3 coldSpot
1362,CONTAMANA,POINT (-75.0414 -7.325),UCAYALI+CONTAMANA,LORETO,UCAYALI,X,-7.325,-75.0414,11.25,88.75,49.00458797744146,50.99541202255854,68.37574466960329,719.6599829364557,57.3,42.7,33.352533,66.647467,33.66069568593292,39.975,-1.0223814654986587,-1.6901341222498625,1.1975274112201437,Q3,significativo,3 coldSpot
1364,PAJARILLO,POINT (-76.6881 -7.1789),MARISCAL CACERES+PAJARILLO,SAN MARTIN,MARISCAL CACERES,X,-7.1789,-76.6881,48.78048780487805,51.21951219512195,39.90162614851666,60.09837385148334,73.08921113915697,567.3410535550911,71.3,28.700000000000003,28.645142999999997,71.35485700000001,25.99203952373112,49.224999999999994,-1.7875278194727766,-0.9897131198223316,1.190079913915613,Q3,significativo,3 coldSpot
1368,HUALLAGA,POINT (-76.6489 -7.1292),BELLAVISTA+HUALLAGA,SAN MARTIN,BELLAVISTA,X,-7.1292,-76.6489,32.58426966292134,67.41573033707866,33.51296841526901,66.487031584731,71.96893378750737,551.6845776035454,76.0,24.0,27.622157,72.377843,25.203797830647932,49.8125,-2.044398381164088,-0.9452269210195015,1.2954530509788738,Q3,significativo,3 coldSpot
1376,SACANCHE,POINT (-76.7136 -7.07),HUALLAGA+SACANCHE,SAN MARTIN,HUALLAGA,X,-7.07,-76.7136,56.52173913043478,43.47826086956522,40.01995299410318,59.98004700589682,78.09266300859836,749.0411697784568,56.1,43.9,19.27749,80.72251,35.139922335199806,49.0625,-0.9567974923008773,-1.0020178131082202,0.6455032122056872,Q3,significativo,3 coldSpot
1379,BAJO BIAVO,POINT (-76.4867 -7.1011),BELLAVISTA+BAJO BIAVO,SAN MARTIN,BELLAVISTA,X,-7.1011,-76.4867,22.35294117647058,77.64705882352942,33.216631337669234,66.78336866233076,73.20311821681456,410.12170416052294,79.8,20.200000000000003,20.055194000000004,79.944806,18.076666579286563,47.162499999999994,-2.2520809629570624,-1.1458880730663081,1.7532249077001967,Q3,significativo,3 coldSpot
1383,EL ESLABON,POINT (-76.7436 -7.0031),HUALLAGA+EL ESLABON,SAN MARTIN,HUALLAGA,X,-7.0031,-76.7436,44.44444444444444,55.55555555555556,35.85120789055077,64.14879210944923,75.62541912053165,449.8184382997268,48.2,51.8,19.27749,80.72251,20.07524027010937,49.125,-0.5250363354154822,-0.9972852387674936,0.3524222092903396,Q3,significativo,3 coldSpot
1392,INAHUAYA,POINT (-75.2667 -7.1164),UCAYALI+INAHUAYA,LORETO,UCAYALI,X,-7.1164,-75.2667,25.0,75.0,42.68060555023479,57.31939444976521,66.3885641750334,611.8774142987195,67.1,32.900000000000006,23.491965,76.508035,28.234269288907328,29.775000000000002,-1.557983913280541,-2.462490254656437,2.6934044344866996,Q3,significativo,3 coldSpot
1395,SHAMBOYACU,POINT (-76.1119 -7.0425),PICOTA+SHAMBOYACU,SAN MARTIN,PICOTA,X,-7.0425,-76.1119,12.5,87.5,27.43347360417412,72.56652639582587,77.08021631720757,395.43205367121357,84.8,15.200000000000003,49.681894,50.318106,17.337100727537507,46.325,-2.525347517947819,-1.2093045692320434,2.0815510594144557,Q3,significativo,3 coldSpot
1407,TINGO DE PONASA,POINT (-76.2511 -6.9356),PICOTA+TINGO DE PONASA,SAN MARTIN,PICOTA,X,-6.9356,-76.2511,44.565217391304344,55.434782608695656,44.37893741428722,55.62106258571278,77.91595291724411,828.8689170819158,61.0,39.0,42.391529,57.608471,39.15893394957802,43.349999999999994,-1.2245987161918186,-1.4345751078506286,1.2085035866933924,Q3,significativo,3 coldSpot
1425,PUCACACA,POINT (-76.3417 -6.8506),PICOTA+PUCACACA,SAN MARTIN,PICOTA,X,-6.8506,-76.3417,80.55555555555556,19.444444444444443,55.54005430288239,44.45994569711761,75.76914219484046,885.659351724729,52.8,47.2,16.425664,83.574336,42.01810791007338,48.050000000000004,-0.7764415660069778,-1.0786855174279901,0.5667916684013307,Q3,significativo,3 coldSpot
1427,PAMPA HERMOSA,POINT (-75.2969 -7.195),UCAYALI+PAMPA HERMOSA,LORETO,UCAYALI,X,-7.195,-75.2969,5.555555555555557,94.44444444444444,28.338030535652116,71.66196946434789,71.88425073855963,502.8877416694465,74.5,25.5,51.765525999999994,48.234474000000006,22.747069976127175,35.4875,-1.9624184146668608,-2.02993295991403,2.779900053269798,Q3,significativo,3 coldSpot
1435,VARGAS GUERRA,POINT (-75.1594 -6.9094),UCAYALI+VARGAS GUERRA,LORETO,UCAYALI,X,-6.9094,-75.1594,4.545454545454547,95.45454545454545,43.36128176824482,56.63871823175518,70.54416140505455,569.9923442328457,59.2,40.8,47.783719000000005,52.216280999999995,26.12552153201681,30.237499999999997,-1.1262227563951464,-2.427469204535061,1.9185186115460102,Q3,significativo,3 coldSpot
1437,PILLUANA,POINT (-76.2931 -6.7781),PICOTA+PILLUANA,SAN MARTIN,PICOTA,X,-6.7781,-76.2931,100.0,0.0,35.54563475384473,64.45436524615528,77.77092353237457,465.95889780067773,72.1,27.900000000000006,23.910286,76.089714,20.887848622304627,49.412499999999994,-1.8312504682712976,-0.9755153968001519,1.2004233495811374,Q3,significativo,3 coldSpot
1442,BUENOS AIRES,POINT (-76.3269 -6.7939),PICOTA+BUENOS AIRES,SAN MARTIN,PICOTA,X,-6.7939,-76.3269,31.914893617021278,68.08510638297872,38.554895877891816,61.445104122108184,76.17229275413857,588.9777288344336,62.9,37.1,29.361226000000002,70.638774,27.081360620487654,47.55,-1.328440007088306,-1.1165461121538032,1.0060447637525447,Q3,significativo,3 coldSpot
1444,TRES-UNIDOS,POINT (-76.2311 -6.8064),PICOTA+TRES UNIDOS,SAN MARTIN,PICOTA,X,-6.8064,-76.2311,18.604651162790702,81.3953488372093,24.624987931880387,75.37501206811962,72.65526582306079,476.437123467954,53.0,47.0,38.180087,61.819913,21.415385876923292,38.8125,-0.7873722282066082,-1.7781600049873767,0.9722836134380608,Q3,significativo,3 coldSpot
